0, 0, Header, 1, 5, 120
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 909091
1, 0, Marker_t, "(c) Yo Tomita, 1997"
1, 2, Tempo, 857143
1, 241, Tempo, 1257862
1, 244, Tempo, 794702
1, 251, Tempo, 774194
1, 252, Tempo, 769231
1, 260, Tempo, 745342
1, 261, Tempo, 740741
1, 268, Tempo, 759494
1, 276, Tempo, 779221
1, 283, Tempo, 794702
1, 290, Tempo, 810811
1, 291, Tempo, 816327
1, 298, Tempo, 833333
1, 308, Tempo, 857143
1, 482, Tempo, 1269841
1, 484, Tempo, 784314
1, 485, Tempo, 779221
1, 487, Tempo, 774194
1, 491, Tempo, 759494
1, 492, Tempo, 754717
1, 497, Tempo, 740741
1, 498, Tempo, 736196
1, 500, Tempo, 731707
1, 501, Tempo, 727273
1, 502, Tempo, 722892
1, 513, Tempo, 759494
1, 515, Tempo, 764331
1, 516, Tempo, 769231
1, 525, Tempo, 800000
1, 526, Tempo, 805369
1, 533, Tempo, 827586
1, 540, Tempo, 857143
1, 541, Tempo, 863309
1, 543, Tempo, 869565
1, 545, Tempo, 875912
1, 546, Tempo, 882353
1, 548, Tempo, 888889
1, 550, Tempo, 875912
1, 1201, Tempo, 1269841
1, 1203, Tempo, 764331
1, 1206, Tempo, 754717
1, 1210, Tempo, 745342
1, 1215, Tempo, 731707
1, 1216, Tempo, 727273
1, 1218, Tempo, 722892
1, 1228, Tempo, 745342
1, 1233, Tempo, 759494
1, 1240, Tempo, 779221
1, 1241, Tempo, 789474
1, 1246, Tempo, 805369
1, 1250, Tempo, 816327
1, 1251, Tempo, 821918
1, 1256, Tempo, 839161
1, 1261, Tempo, 857143
1, 1263, Tempo, 869565
1, 2118, Tempo, 848656
1, 2121, Tempo, 854701
1, 2138, Tempo, 860832
1, 2150, Tempo, 879765
1, 2156, Tempo, 1207243
1, 2175, Tempo, 944882
1, 2177, Tempo, 833333
1, 2190, Tempo, 816327
1, 2198, Tempo, 805369
1, 2211, Tempo, 789474
1, 2222, Tempo, 800000
1, 2232, Tempo, 810811
1, 2242, Tempo, 821918
1, 2252, Tempo, 833333
1, 2262, Tempo, 845070
1, 2267, Tempo, 851064
1, 2662, Tempo, 1013514
1, 2663, Tempo, 1039861
1, 2665, Tempo, 1048951
1, 2666, Tempo, 1058201
1, 2670, Tempo, 1067616
1, 2673, Tempo, 1077199
1, 2680, Tempo, 972447
1, 2681, Tempo, 941915
1, 2682, Tempo, 913242
1, 2683, Tempo, 899550
1, 2685, Tempo, 886263
1, 2686, Tempo, 873362
1, 2687, Tempo, 867052
1, 2688, Tempo, 854701
1, 2693, Tempo, 831025
1, 2696, Tempo, 825309
1, 2697, Tempo, 819672
1, 2732, Tempo, 819672
1, 2736, Tempo, 825309
1, 2738, Tempo, 831025
1, 2742, Tempo, 842697
1, 2745, Tempo, 848656
1, 2860, Tempo, 867052
1, 2872, Tempo, 886263
1, 2880, Tempo, 899550
1, 2887, Tempo, 892857
1, 2890, Tempo, 886263
1, 2892, Tempo, 879765
1, 2893, Tempo, 873362
1, 2896, Tempo, 867052
1, 2897, Tempo, 860832
1, 2898, Tempo, 854701
1, 2900, Tempo, 848656
1, 2922, Tempo, 860832
1, 2930, Tempo, 867052
1, 2935, Tempo, 873362
1, 2943, Tempo, 892857
1, 2947, Tempo, 899550
1, 2948, Tempo, 906344
1, 2960, Tempo, 913242
1, 2965, Tempo, 920245
1, 2997, Tempo, 913242
1, 3002, Tempo, 906344
1, 3005, Tempo, 899550
1, 3007, Tempo, 892857
1, 3008, Tempo, 886263
1, 3010, Tempo, 879765
1, 3012, Tempo, 873362
1, 3013, Tempo, 867052
1, 3016, Tempo, 860832
1, 3017, Tempo, 854701
1, 3018, Tempo, 848656
1, 3021, Tempo, 842697
1, 3023, Tempo, 836820
1, 3026, Tempo, 831025
1, 3035, Tempo, 825309
1, 3058, Tempo, 819672
1, 3082, Tempo, 825309
1, 3090, Tempo, 831025
1, 3095, Tempo, 836820
1, 3098, Tempo, 842697
1, 3300, Tempo, 848656
1, 3308, Tempo, 854701
1, 3316, Tempo, 860832
1, 3323, Tempo, 867052
1, 3328, Tempo, 873362
1, 3347, Tempo, 867052
1, 3352, Tempo, 860832
1, 3357, Tempo, 854701
1, 3363, Tempo, 848656
1, 3365, Tempo, 842697
1, 3846, Tempo, 972447
1, 3847, Tempo, 1030928
1, 3851, Tempo, 1013514
1, 3852, Tempo, 729927
1, 3853, Tempo, 725514
1, 3855, Tempo, 716846
1, 3856, Tempo, 712589
1, 3857, Tempo, 704225
1, 3871, Tempo, 708383
1, 3876, Tempo, 712589
1, 3877, Tempo, 716846
1, 3878, Tempo, 721154
1, 3880, Tempo, 729927
1, 3882, Tempo, 734394
1, 3883, Tempo, 743494
1, 3885, Tempo, 748130
1, 3886, Tempo, 752823
1, 3887, Tempo, 762389
1, 3888, Tempo, 767263
1, 3890, Tempo, 772201
1, 3891, Tempo, 777202
1, 3892, Tempo, 787402
1, 3895, Tempo, 797872
1, 3897, Tempo, 808625
1, 3898, Tempo, 814111
1, 3900, Tempo, 819672
1, 3901, Tempo, 825309
1, 3902, Tempo, 831025
1, 3905, Tempo, 836820
1, 3910, Tempo, 842697
1, 3912, Tempo, 848656
1, 3916, Tempo, 854701
1, 4708, Tempo, 848656
1, 4720, Tempo, 854701
1, 4726, Tempo, 860832
1, 4735, Tempo, 867052
1, 4742, Tempo, 873362
1, 4746, Tempo, 879765
1, 4750, Tempo, 886263
1, 4756, Tempo, 892857
1, 4800, Tempo, 886263
1, 4806, Tempo, 879765
1, 4808, Tempo, 873362
1, 4812, Tempo, 860832
1, 4815, Tempo, 854701
1, 5001, Tempo, 882353
1, 5026, Tempo, 952381
1, 5050, Tempo, 1052632
1, 5060, Tempo, 845070
1, 5226, Tempo, 860832
1, 5240, Tempo, 867052
1, 5247, Tempo, 873362
1, 5253, Tempo, 879765
1, 5260, Tempo, 886263
1, 5272, Tempo, 879765
1, 5275, Tempo, 873362
1, 5278, Tempo, 867052
